route_from,route_to,ride_type,ride_max_persons,hour,day_of_week,ride_waiting_time,ride_time_minutes,ride_price
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,22,2,4.0,13.133333333333333,141.26
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,22,2,4.0,11.133333333333333,234.78
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,23,2,3.0,11.85,143.8
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,23,2,3.0,10.85,51.99
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,23,2,4.0,10.85,207.92
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,23,2,2.0,9.866666666666667,124.51
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,23,2,6.0,11.866666666666667,140.67
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,23,2,5.0,10.85,234.78
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,7,3,5.0,11.716666666666669,137.08
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,7,3,4.0,11.716666666666669,39.33
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,7,3,6.0,12.716666666666669,185.93
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,7,3,1.0,10.716666666666669,95.06
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,7,3,7.0,13.716666666666669,130.08
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,7,3,3.0,10.716666666666669,239.14
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,9,3,6.0,14.716666666666669,159.05
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,9,3,6.0,13.716666666666669,49.54
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,9,3,7.0,15.716666666666669,215.89
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,9,3,1.0,12.716666666666669,101.43
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,9,3,6.0,14.716666666666669,147.68
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,9,3,5.0,15.716666666666669,313.42
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,10,3,3.0,14.733333333333333,186.29
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,10,3,4.0,12.733333333333333,39.6
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,10,3,5.0,13.733333333333333,254.76
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,10,3,1.0,12.733333333333333,99.5
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,10,3,5.0,14.733333333333333,176.19
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,10,3,5.0,13.733333333333333,312.34
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,11,3,2.0,14.908333333333331,188.26
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,11,3,2.0,13.908333333333331,39.965
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,11,3,3.5,14.408333333333331,257.455
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,11,3,1.0,12.908333333333331,70.495
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,11,3,2.0,15.908333333333337,178.07
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,11,3,5.0,14.908333333333331,315.645
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,12,3,2.0,16.2,152.27
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,12,3,3.0,15.2,40.02
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,12,3,2.0,16.2,210.74
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,12,3,1.0,14.2,69.52
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,12,3,2.0,15.2,145.81
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,12,3,4.0,15.2,253.79
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,13,3,3.0,15.966666666666669,150.52
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,13,3,4.0,13.966666666666669,39.64
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,13,3,3.0,14.966666666666669,208.36
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,13,3,1.0,13.966666666666669,67.56
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,13,3,3.0,14.966666666666669,144.13
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,13,3,5.0,14.966666666666669,250.94
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,14,3,6.0,14.8,148.79
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,14,3,4.0,13.8,39.26
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,14,3,5.0,14.8,205.94
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,14,3,1.0,12.8,89.21
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,14,3,6.0,15.8,142.46
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,14,3,4.0,13.8,248.06
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,15,3,5.0,14.083333333333334,150.14
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,15,3,2.0,13.083333333333334,39.56
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,15,3,5.0,13.083333333333334,207.85
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,15,3,1.0,12.083333333333334,93.43
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,15,3,5.0,14.083333333333334,143.78
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,15,3,6.0,15.083333333333334,250.33
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,18,3,4.0,17.533333333333335,189.41
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,18,3,4.0,16.533333333333335,43.64
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,18,3,3.0,20.533333333333335,280.67
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,18,3,3.0,12.533333333333331,103.99
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,18,3,6.0,16.533333333333335,187.18
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,18,3,5.0,12.533333333333331,359.01
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,19,3,8.0,17.066666666666666,190.08
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,19,3,5.0,16.066666666666666,43.7
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,19,3,8.0,16.066666666666666,281.62
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,19,3,1.0,15.066666666666666,104.64
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,19,3,7.0,17.066666666666666,187.83
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,19,3,4.0,15.066666666666666,332.56
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,20,3,7.0,14.05,149.09
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,20,3,3.0,13.05,40.08
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,20,3,7.0,14.05,213.87
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,20,3,2.0,13.05,100.8
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,20,3,9.0,15.05,144.75
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,20,3,4.0,14.05,226.14
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,7,4,4.0,12.416666666666666,112.6
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,7,4,1.0,12.416666666666666,29.47
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,7,4,3.0,12.416666666666666,164.6
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,7,4,1.0,11.416666666666666,94.56
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,7,4,4.0,11.416666666666666,107.87
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,7,4,2.0,11.416666666666666,183.2
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,8,4,3.0,12.566666666666666,144.2
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,8,4,2.0,12.566666666666666,29.59
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,8,4,3.0,12.566666666666666,211.91
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,8,4,2.0,11.566666666666666,97.18
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,8,4,3.0,13.566666666666666,134.19
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,8,4,3.0,12.566666666666666,250.93
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,9,4,1.0,14.016666666666667,145.65
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,9,4,4.0,13.016666666666667,29.8
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,9,4,2.0,13.016666666666667,213.88
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,9,4,1.0,12.016666666666667,101.56
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,9,4,3.0,14.016666666666667,135.58
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,9,4,3.0,14.016666666666667,253.2
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,11,4,3.0,13.2,146.42
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,11,4,2.0,13.2,29.9
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,11,4,2.0,13.2,214.97
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,11,4,1.0,13.2,68.76
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,11,4,1.0,14.2,136.31
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,11,4,4.0,14.2,254.43
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,12,4,2.0,14.816666666666666,112.51
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,12,4,4.0,13.816666666666666,29.82
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,12,4,3.0,13.816666666666666,167.64
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,12,4,1.0,13.816666666666666,68.18
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,12,4,1.0,14.816666666666666,107.73
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,12,4,3.0,14.816666666666666,195.83
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,14,4,3.0,12.833333333333334,111.46
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,14,4,5.0,12.833333333333334,29.59
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,14,4,4.0,12.833333333333334,165.7
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,14,4,1.0,12.833333333333334,91.91
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,14,4,3.0,13.833333333333334,106.72
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,14,4,3.0,14.833333333333334,193.67
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,15,4,4.0,14.933333333333334,111.41
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,15,4,6.0,12.933333333333334,29.58
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,15,4,3.0,13.933333333333334,165.63
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,15,4,1.0,11.933333333333334,91.75
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,15,4,6.0,14.933333333333334,106.68
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,15,4,6.0,13.933333333333334,193.58
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,16,4,5.0,14.1,129.1
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,16,4,3.0,15.1,28.87
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,16,4,5.0,13.1,211.95
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,16,4,1.0,12.1,88.8
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,16,4,9.0,15.1,127.84
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,16,4,4.0,14.1,241.19
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,19,4,7.0,16.05,148.22
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,19,4,4.0,15.05,30.24
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,19,4,6.0,16.05,239.0
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,19,4,3.0,14.05,104.16
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,19,4,12.0,17.05,146.04
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,19,4,5.0,14.05,271.05
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,20,4,7.0,14.65,101.62
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,20,4,2.0,12.65,27.42
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,20,4,5.0,14.65,172.23
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,20,4,2.0,13.65,97.33
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,20,4,9.0,15.65,98.82
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,20,4,2.0,13.65,184.46
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,22,4,4.0,13.2,107.57
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,22,4,3.0,11.2,31.67
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,22,4,4.0,12.2,167.39
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,22,4,1.0,12.2,127.21
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,22,4,8.0,14.2,105.25
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,22,4,4.0,12.2,179.48
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,23,4,5.0,11.566666666666666,106.84
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,23,4,2.0,11.566666666666666,38.9
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,23,4,3.0,11.566666666666666,166.03
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,23,4,1.0,10.566666666666666,123.24
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,23,4,7.0,12.566666666666666,104.54
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,23,4,4.0,11.566666666666666,178.35
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,7,5,5.0,12.366666666666667,153.18
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,7,5,2.0,11.366666666666667,29.38
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,7,5,4.0,12.366666666666667,208.64
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,7,5,3.0,10.366666666666667,65.14
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,7,5,5.0,13.366666666666667,145.4
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,7,5,3.0,11.366666666666667,218.92
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,8,5,3.0,13.016666666666667,172.99
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,8,5,1.0,12.033333333333331,29.39
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,8,5,3.0,13.033333333333331,236.14
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,8,5,2.0,11.033333333333331,65.2
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,8,5,4.0,13.033333333333331,161.61
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,8,5,3.0,12.016666666666667,264.48
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,9,5,1.0,13.033333333333331,174.45
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,9,5,3.0,13.033333333333331,29.59
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,9,5,2.0,12.033333333333331,238.14
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,9,5,1.0,12.033333333333331,66.54
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,9,5,2.0,12.033333333333331,163.01
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,9,5,2.0,13.033333333333331,266.76
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,10,5,2.0,12.016666666666667,176.5
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,10,5,3.0,12.016666666666667,29.86
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,10,5,2.0,12.016666666666667,240.95
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,10,5,1.0,12.016666666666667,68.42
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,10,5,2.0,13.016666666666667,164.96
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,10,5,4.0,13.016666666666667,269.97
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,11,5,3.0,16.033333333333335,177.58
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,11,5,3.0,17.033333333333335,30.0
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,11,5,4.0,16.033333333333335,242.42
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,11,5,1.0,16.033333333333335,70.7
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,11,5,3.0,17.033333333333335,165.99
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,11,5,5.0,17.033333333333335,271.67
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,12,5,3.0,17.016666666666666,180.69
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,12,5,3.0,16.016666666666666,30.13
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,12,5,4.0,16.016666666666666,250.07
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,12,5,1.0,16.016666666666666,71.63
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,12,5,2.0,16.016666666666666,171.89
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,12,5,5.0,17.016666666666666,275.51
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,13,5,4.0,14.933333333333334,177.79
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,13,5,3.0,14.933333333333334,34.6
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,13,5,5.0,14.933333333333334,246.05
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,13,5,1.0,12.933333333333334,68.55
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,13,5,5.0,15.933333333333334,169.09
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,13,5,5.0,14.933333333333334,270.99
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,16,5,6.0,14.4,218.39
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,16,5,4.0,14.4,32.27
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,16,5,6.0,13.4,321.43
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,16,5,1.0,13.4,100.12
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,16,5,7.0,15.4,212.88
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,16,5,6.0,13.4,350.33
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,21,5,8.0,14.916666666666666,148.0
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,21,5,2.0,14.916666666666666,29.74
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,21,5,8.0,14.916666666666666,213.82
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,21,5,2.0,13.916666666666666,98.8
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,21,5,9.0,14.916666666666666,143.37
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,21,5,8.0,14.916666666666666,307.22
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,8,6,3.0,13.133333333333333,173.97
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,8,6,3.0,12.15,29.52
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,8,6,5.0,11.15,237.49
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,8,6,2.0,11.166666666666666,73.81
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,8,6,6.0,14.15,162.55
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,8,6,5.0,13.133333333333333,266.01
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,9,6,5.0,13.85,174.05
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,9,6,3.0,12.85,29.53
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,9,6,4.0,12.85,237.6
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,9,6,2.0,12.85,67.19
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,9,6,10.0,14.85,162.62
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,9,6,8.0,13.85,318.97
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,11,6,5.0,15.9,176.36
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,11,6,2.0,14.9,29.83
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,11,6,4.0,15.9,240.73
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,11,6,2.0,13.916666666666666,69.46
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,11,6,9.0,16.9,164.82
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,11,6,8.0,15.9,376.7
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,12,6,3.0,14.883333333333333,178.01
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,12,6,3.0,14.883333333333333,29.74
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,12,6,5.0,13.883333333333333,246.35
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,12,6,3.0,13.883333333333333,69.92
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,12,6,6.0,15.883333333333333,169.3
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,12,6,8.0,14.883333333333333,326.25
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,13,6,5.0,13.916666666666666,176.17
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,13,6,4.0,12.933333333333334,29.49
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,13,6,5.0,13.916666666666666,243.81
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,13,6,3.0,12.933333333333334,67.82
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,13,6,10.0,14.933333333333334,167.54
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,13,6,5.0,13.916666666666666,295.66
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,21,6,5.0,13.45,242.96
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,21,6,4.0,13.45,34.36
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,21,6,6.0,13.45,344.43
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,21,6,2.0,13.466666666666669,102.61
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,21,6,10.0,14.466666666666669,242.74
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,21,6,4.0,13.45,278.36
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,22,6,6.0,12.766666666666667,161.47
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,22,6,4.0,12.766666666666667,31.79
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,22,6,5.0,11.766666666666667,232.23
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,22,6,3.0,11.766666666666667,129.01
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,22,6,8.0,12.766666666666667,157.63
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,22,6,4.0,11.766666666666667,277.13
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,9,0,6.0,13.85,182.32
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,9,0,3.0,13.85,29.74
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,9,0,7.0,14.85,248.99
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,9,0,1.0,13.85,97.44
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,9,0,7.0,16.85,170.5
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,9,0,11.0,13.85,279.27
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,10,0,6.0,14.866666666666667,181.03
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,10,0,2.0,11.866666666666667,29.56
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,10,0,7.0,13.866666666666667,247.22
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,10,0,1.0,12.866666666666667,103.96
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,10,0,10.0,15.866666666666667,169.27
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,10,0,10.0,13.866666666666667,359.57
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,13,0,4.0,15.9,145.41
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,13,0,3.0,14.9,36.94
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,13,0,2.0,14.9,201.2
